Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.........63.1......1.9..4..8....91.6..9...2431.......779.6.1...461.729...........,26,40,13,2,2,1,1,2,0,Expert,
.........3718...4....213.......7.....9.3.8...4......2.84...57...32..1..91......85,25,50,6,0,0,0,0,0,0,Easy,
..1.........56..9...7.9...4...3.91.........254..........4.3....1.6..42...9...23.7,23,39,19,2,0,2,0,0,0,Intermediate,
.......1.....2...........646.32....7..8..5..3.74.8.6..3...714..24.8.....8.1.3...5,26,42,13,1,0,0,0,0,0,Intermediate,
5..3.4..9.3..91..5.9.5.72..34........1....4....9.......5....6....6..29....7..5..3,25,38,15,2,0,4,0,3,0,Expert,
..95..17...2..1...31....2..86.7.......3...........6.5.....5.967.2....81..97.8....,25,42,12,0,2,5,0,2,0,Expert,
..........81.926....3.41.........59....2...36.6....48..1.6.82.......91...39.2...5,26,50,14,1,0,0,0,4,2,Expert,
7..9......9816.....1.2.5.9...2..8....5.....82.6.....1.5...36..1....7.9.......1.75,26,52,28,1,0,2,0,5,6,Expert,
2.5............4.7.7.....9..9..7..24.3...5..1...293..59......6......1...76...4..2,24,42,15,4,0,0,0,0,0,Intermediate,
1..5....9.79....8.5..3.76.1.2....83.3...1....7.........6...57.......8...2..7...5.,24,33,23,1,1,1,2,1,0,Expert,
.59...8177...2......4...9..1..3....9.78..1..44.........9.2....8.3.9..2.1.....8...,25,57,21,1,0,2,1,2,2,Expert,
4...7...9..2..5.1...69...35.7..........4523...9.....46...5........627...6....1...,24,49,8,0,0,0,0,0,0,Easy,
3...9..82....76....5.8..6......8.54.79..6........4...3....2.....38...97........35,24,54,3,0,0,0,0,0,0,Easy,
3.4..6.7..8.1..65..1..8...9...8.5.......34..75....9..8...4.39.6...5.......7.6..8.,27,38,16,0,0,0,0,0,0,Easy,
.843......9..8..1...6...3...5.....8...7.65.31....7.9.69......6.....1....5.1....9.,24,30,26,0,0,0,0,1,0,Expert,
..4.5..1.21..8..5.37....6.....4..7.2...3....5.......4..6.1.7...1.....38.....3...1,24,48,16,4,0,1,0,2,2,Expert,
.3......99....47...169.324...7.2.3............4.........9.67..2.2....57.1..3..9.4,26,37,17,1,2,4,0,1,0,Expert,
3.7.6.......2.3.....8...34...965..2.7.....46.5..472.8...37......9638........29...,28,42,10,0,1,2,1,1,0,Expert,
.3....8..5.8....9...73......43.9...71.....5....9....3.....57.2...1.23.8..7....1..,24,31,26,0,0,0,0,0,0,Easy,
.6........23.189...9.6.3..13......62.8.146..9.........7.9.8.....4.3.2.....14.7...,27,50,4,0,0,0,0,0,0,Easy,
8....3.1..2........4.7..3.2...8756....81.....46.......1.73.82...8..6....3.......1,25,43,13,0,0,0,0,0,0,Easy,
....64....51.7..8..3.8...975.....6...8.........74......48.36.1.71.9..84..........,25,35,21,0,0,0,0,0,0,Easy,
...5...42....9.3....8..4...4.53..9.1...74.........1....5...8...8.....21....2..4.7,23,47,5,1,1,4,0,6,0,Expert,
..3....8...972.1..7...95...3....1..2.6..5..3..183..76......9.....251.......2...1.,26,43,11,0,0,0,0,1,0,Expert,
.2.96.58..765.3..2....2....9.1...6.3..2..58.........95368........9..........3.7..,26,97,21,2,0,0,0,13,22,Expert,
.3..5....8..6......2..74.5.5..3.....6.......8.....2.....953.72.3.8.2.9.6.4..9....,25,63,2,1,1,0,0,2,2,Expert,
..7.48..3...17..8...15.....7...8....3.86...74...4.....5.3.....8.....6.2....352..1,26,37,18,0,0,0,0,0,0,Easy,
...2.......6..1..5.3.8..94.........3......1..895............8.441...3.5.28.9.5..6,24,42,15,0,0,0,0,0,0,Easy,
..8.9167......2....1......52.3.......96..3..7.5......9.69.8..1..7..5....3......8.,24,62,9,6,3,2,0,3,2,Expert,
....7.9.1..83......74....83......5....34.....1..5......479.6.35.9.1.56......3..9.,26,42,11,1,0,0,0,2,0,Expert,
..5......7....3..4.....98...1..6...369.73.18.5...1...9...847.5.8...........5.6.4.,26,36,19,0,0,1,0,0,0,Intermediate,
7....98........3.....7.......8.2..1..3.4....5.17..849.32..7........5.....4.8..7..,23,44,14,1,0,0,0,0,0,Intermediate,
.5......7.....65..7.6.....4......7..4.1....3..39.8...15.489..7..8....1.5.6.3..8..,26,51,4,0,0,0,0,0,0,Easy,
...7..1...3.5.8.9..9..23....6..9....2.3..1......8.67...2..7.....5.1..9.26.1......,25,47,9,0,0,0,0,0,0,Easy,
..21......3.5....7............2..543...79.........19..65....3....9..4..1.24.6..9.,23,67,10,3,0,0,0,4,4,Expert,
9........8...57.....3..6...4.7..23..2.9...6...38.9.5.4....2..96...46.8..3.2......,26,48,7,0,0,0,0,0,0,Easy,
..6.9.5..5.....21.21.....83...71.....2.5.....7...3.......38...6.....7...1856...7.,25,53,3,0,0,0,0,0,0,Easy,
..6...7..7...6...882...19.4962......1.5..8..2.........4....7..1.7..4..8...8....2.,25,55,1,0,0,0,0,0,0,Easy,
...615....2...4...5....3....14..7.6.3............6..486..7..3.2.4...6...2.85.....,24,50,7,0,0,0,0,0,0,Easy,
83.49.5............4.2...67....2934.7......52....3...6..5.........68..3...2.4....,24,41,16,0,0,0,0,0,0,Easy,
4....7..3.3.....2.......65....9.45.1...7..3.9.6.....4...35.....9.21.....6...3.79.,25,45,11,4,0,0,0,0,0,Intermediate,
.7.6.29.....5...4..42...7.16....5.9.297.....4..4..1............168..9....29.86...,27,47,7,0,0,0,0,0,0,Easy,
4...........1.8..5...7...18.59831....4........8.52.............8....34...2.475.91,25,31,25,0,0,0,0,0,0,Easy,
.....1.764.5..7...8...2.45.7.6298.............14......148.....9.9..6......2..5...,25,47,9,4,0,0,0,0,0,Intermediate,
....346.1.7.6.......4....3.23.........6.1....4.......6..7.61.4.1..9..72.9..87....,25,77,38,3,1,2,0,14,16,Expert,
..2.....6......135....53.......9.817....61..3.....29...2.8..7....9......16..2....,23,40,16,0,2,5,1,2,0,Expert,
.46..5.3.7..8....99.8.645....5...7.1....9...3......64.....4...5..9...31....58....,26,46,9,0,0,0,0,0,0,Easy,
............42..........231....6.3.413.....7...8.14..99....7...2...9.16..7...2.9.,24,42,15,0,0,0,0,0,0,Easy,
.4.3..8.7.9.1...3.7..5..12...9.....3..57.....1..4987.5..4.......1..2.....2......8,26,99,6,1,2,4,0,5,4,Expert,
4...6...3...5...8.79.2...46......35..7.9....4.3.....9835..2.76....6.5....2.......,26,90,22,1,2,1,0,8,10,Expert,
.2......8......36...6...7...571.32..64...5.8..1..4...3...3.4.7......6431...2..6..,27,52,19,2,0,1,0,7,10,Expert,
........3.8352........4.72...7..5...45.....6......6.357.....6....2....4...93.....,22,61,29,1,0,0,0,7,8,Expert,
........8........3....9.7..3...4.9.7..8....6...9.6..1.41327....9.78....2.6.4.....,24,51,6,0,0,0,0,0,0,Easy,
.7.......863....7.25.......4.1..6.8..2.3.1.54..8.42...38.7....1......53.....2...6,27,48,6,0,0,0,0,0,0,Easy,
.2.....5..........9..1..6....1.27.9......62..5..9....4..9..24.74.85..9...7......6,24,40,17,0,0,1,0,0,0,Intermediate,
..3...8..54.6.3...87.4...5.......98.......7.5...769.41.....1..6....4.........857.,25,48,8,0,0,0,0,0,0,Easy,
.3.2..4...........28.46..97.....36......7...4...5..28.92..8.536....5.8.24........,26,59,8,0,0,2,0,3,2,Expert,
..96...2..5...1...3...2.548.....2.64.4.53...98................1....132..6........,23,37,21,0,0,0,0,0,0,Easy,
4.125...........7..96.....196..2.14.2.....3.9...3..5............127..43.7.4...6.2,27,37,17,0,0,0,0,0,0,Easy,
...7...2..3.2.........5....257.1..4..8...5..14...2.3..3..6.1...628.....7....4...5,25,37,19,0,0,0,0,0,0,Easy,
46....3..9...82..42...5..18...69.28...91......85.........5.9.6.....13....4.......,25,60,6,0,1,0,0,2,2,Expert,
5......4.....76.....6..2.....471.9....2..5..7.7....4....39...762.1....9......3...,23,46,12,0,0,0,0,0,0,Easy,
..2..9..693.7.8.....4......7863....2..34...6.....9.1..32..87......6..........3.7.,25,41,15,0,0,0,0,0,0,Easy,
.2.1.7.........8.9..1..3...........8.4.8.23.6............2..6..7..41..9.6...7...2,22,51,8,0,0,0,0,0,0,Easy,
.3.1..7.2...2.3.494.9..7..1..46.2..7.7..49.3.29....6..71.......98..........7.....,28,41,17,0,0,0,0,2,2,Expert,
.......384...9...5......1.....56.3.....3.24.1......28..8..59.62.164.....5.9.3....,26,52,2,1,2,0,0,1,0,Expert,
.71...6..425....7.9.........5...9...76.81..5......7........41....7.5.98.682...7..,26,43,12,1,0,0,0,0,0,Intermediate,
..8.6.7...12....8..3....16...3.1..4..5....3...8...2.1...1....3..2...8.56.46...2..,26,75,11,2,0,1,0,7,6,Expert,
9.......2....6..7865.......839.5...........2....81.7.3....8.21...6.....5.9..35..6,25,44,12,0,0,0,0,0,0,Easy,
...7...951..86.7......29...7....83....2....5.8...5....2.65.7..3..1...9.2.89......,26,34,21,0,0,0,0,0,0,Easy,
.3..947....9.1.8.37.2..3..5.9784....4......8.5.1..9........7.....8........45..17.,27,42,12,0,0,0,0,0,0,Easy,
.47...52..6....3....2....768..7......1.5.3847....26..1...2...15.3.............4.8,26,54,7,2,0,1,0,3,2,Expert,
6..159.....86........8..5.3.8......5......9.2...3....146..9.2.8.5...4......2.83..,25,43,13,0,0,0,0,0,0,Easy,
5....17.63...258...87.4.5....14...6..5......7....3..8.........3.2...3.5..7.6....2,26,38,17,0,0,0,0,0,0,Easy,
.3..5..1..963....45..2.9....2.5.3..6..1..2...6..4......8....9.2....25....59..4...,26,43,12,2,0,1,0,0,0,Intermediate,
2.7..6....3.8..4..16......5...1..73......8..17...4......1.2..5......5.78..4......,23,34,24,0,0,0,0,0,0,Easy,
...2.7.......549.........572...9...3...3....2...84..9.....7.1..9.7....4..34.1...8,24,47,10,2,0,1,0,0,0,Intermediate,
..1.46...6..5..1.892..1.7..89.1...5.7.4.62.9........7...8.5.6...........2...9....,26,37,18,0,0,0,0,0,0,Easy,
...68.21.2....94..7.1.5..8...7....92.9...7.......16..5...2...48..9....2...85..9..,27,35,23,0,0,0,0,2,2,Expert,
658..3.4.9.....2...3...9.....9...4...8..9.5..4..6.......3.58...27..4..3..6.......,24,46,11,0,0,0,0,0,0,Easy,
...62.8.31..4.3..6..2....1.426........1......39...84...4.8..3.2..7...........96..,25,48,7,1,0,1,0,1,0,Expert,
...4.....5....3.8....57..6.3.8......1...6.4.74.5.1...3.....91..7...5..98......5..,24,52,13,4,1,1,1,2,2,Expert,
..3.....5..1.........5..2785.41.6.......8.4.2.....2...76.35.......7...4......8.6.,23,37,21,0,0,0,0,0,0,Easy,
2.7.1.3...6.23.........4..2......7..3...9...1.......4.6..9..1.35....7.9..3412....,25,48,22,0,0,2,0,2,2,Expert,
......2.8.1......4.4856....39..2.1.....4.1....65...4..4...93...9..8423.....6.....,26,48,7,0,0,0,0,0,0,Easy,
.......3.4.....6........7.8..83....5...7...1..4.265.8.3..8....4.82.4.571...1.7...,26,45,10,0,0,0,0,0,0,Easy,
6....4....2.3......7........5...1....1768.54.8.65....7....7.1.6....6.25.3.21..7..,27,51,16,0,1,2,0,2,2,Expert,
.9.2....5.....9..1..8.76.....5...6......1..98...7.2...24....9.....6.42....6..8.1.,24,50,7,0,0,0,0,0,0,Easy,
..8.16.4.94.8.3.1..269..........97..41..6...8.6.....2..9....2.7...............964,26,30,25,0,0,0,0,0,0,Easy,
1...6...78..15.9....2..8.....9....5..7.541....6........8...9.24.........7.....6.5,23,41,24,1,0,1,0,4,2,Expert,
.18....2..........3....861.6.18.7.5..8..3.....25.4...7.....2.6....5........713.85,26,36,19,0,0,0,0,0,0,Easy,
2.54...3....729.....8.......4..3...1..........13...254.51.4.....9...8..58...13...,25,30,26,0,0,0,0,0,0,Easy,
8........2..48.9....672.4............6......94796.....1.3...2...8..4..3....27.1.4,25,35,21,1,1,0,0,0,0,Intermediate,
5.......9.2...3..7..752.8....5.9...6.6..8......37..1...5....2....1...38.8.......5,24,76,16,2,0,0,0,4,6,Expert,
4.7..9...12.3.4.5.359..2..7..27..9.5....9..1..15.3....274.....8.8.......5.3....4.,30,45,4,1,0,1,0,2,0,Expert,
.4.....9.........11...3.5.2....23.4838.4.9..5.....1.7..5.......2..1..7...97....83,26,42,18,0,0,0,0,2,2,Expert,
...86.9.5...9......8...762......3.9..7..2..4.6...85.............57...83...2.3..57,25,54,19,1,0,1,0,2,2,Expert,
.....89...1.79.25.9.8.25.63....3....87.51.........2.3.6..97......72.......5.83...,28,52,1,0,0,0,0,0,0,Easy,
..5.......2.....9..3.......2...1..4..9..6.5...51..93...8...2..9.....615.9...84.26,25,56,0,0,0,0,0,0,0,Simple,
....6.4.1.....4..7.82.7.5.68..4.2..5.5....382..65......1.3.......7.5...3...2.1...,27,46,8,0,0,0,0,0,0,Easy,
6.1.92...4.2..6....7.......9.....1.77...2936...38...4.....14...2.6..3......9..4..,26,52,3,0,0,0,0,0,0,Easy,
.4..3..9.6.2...4...53..8.7..65.7................8....35..9...27.8745..6.....23.8.,27,59,7,0,0,0,0,2,2,Expert,
....73.9..........84..19...75..94.3.1...85...2..3.......7.....5.129....4..5..83.2,27,50,4,0,0,0,0,0,0,Easy,
8.....6..9.1.23.....2..7....1.....3...6....9249..8......8..2..4...3.6.1.......7..,23,43,15,0,0,0,0,0,0,Easy,
..54..9..4.6.1.2..19...2.64........1...........4..5..96...39..293.164..8....8....,27,53,1,0,0,0,0,0,0,Easy,
......52.2.375...4...3.......8....395..9..2......2..1.3.4.7.8.2.1.....5...5..4.9.,26,63,10,4,0,1,0,3,2,Expert,
..2..5..68.73.......67..1..6.3.5.4.......17....1..4...4....8.2..2..1.......6.2...,24,43,14,0,0,0,0,0,0,Easy,
....1...2...8.6.3479.3......7..426.8..46...9..1..3..........12............3....46,24,32,25,2,0,0,0,0,0,Intermediate,
6....7..4.2..4.5....75..8...3..7..6........9.7.529.....4.......2.6.84..3....6.9..,25,126,25,3,3,6,0,16,24,Expert,
.6.25..1......16..9..3......16.85.34...4..9.8......5.....5...2..2..48..9.9.......,25,43,13,0,0,0,0,0,0,Easy,
.4..8.....68.57.........4.53.714.8.6.2...6.516..7.5.4.......51.........7.7...32.8,29,62,26,2,1,2,1,6,8,Expert,
...4....592...5...3......2..51...2.......4.6.86.2..9....2.8...3.3....5..4.85..6.2,26,72,18,1,0,2,0,4,6,Expert,
..2.......6.7.3...7..94......6....4...9317.......2........7..3.9.7..1.2813...8.64,26,47,8,2,0,1,0,0,0,Intermediate,
7.......86.31.....8.2....6..1.7....2..9346..7............97...41..6..3.......41..,24,44,25,1,0,3,1,3,2,Expert,
...72....8...1......6.59.....5..12..62..859...3.....8.....6......9...7....1...5.6,23,75,34,3,2,2,0,11,16,Expert,
.......3......8...8....4.2..8..5.16.92...14836.........3...6.9..6.4.281.4........,25,36,20,2,0,0,0,0,0,Intermediate,
....5..7...8........4..8236..2...8..6...2..1.....7...5...3614....5.....24....5.63,25,40,15,0,0,1,0,1,0,Expert,
...6...4...347.21.1..2.35....2........6..2......5.....2.9.1.43.4.....7.6.6.3....5,26,43,12,0,0,0,0,0,0,Easy,
2.4.7.......34.2...6.2....9.879..4............321.79...93..2.................3.16,24,35,21,2,2,1,2,1,0,Expert,
39.4..6...6.19......4......2....4.739....8.2.......48.78......9.......17...7..23.,25,43,13,2,0,0,0,0,0,Intermediate,
..1328...9........5....4.....4.19.2361...254.....569.........12.3..8.........1.5.,26,38,17,0,0,0,0,0,0,Easy,
8496.............6...1..84.3..5.846................53.1..37..8..8.9143....7..5.94,28,53,12,2,0,4,0,6,4,Expert,
......63....6495..9..8...14...931................84..5842.1..9.6.14....3.3.......,26,50,5,1,0,0,0,0,0,Intermediate,
5....91...4.....8...1..8.49............4..8...7.3.5..44..7..5..3......211...84.7.,25,39,17,1,0,0,0,0,0,Intermediate,
7..625....6.......5.2..7..3.2.4.........1...6.1..78...........2.7.8..36.38.1..7.5,26,44,11,3,0,1,0,0,0,Intermediate,
9.....13......8..7.4.....8...18......3.9.......947.6.22...6.34..........4..1...69,24,39,18,0,0,0,0,0,0,Easy,
..19..27.........9.49..7.1.496.1.....8..7......7..458.5.8..1.9..2....7.........52,27,40,13,3,0,2,0,1,0,Expert,
.4.9.8.....6...5..3.....124.14...2..9...2..5........69.3....9.....3...8.2.8.453..,26,36,19,1,0,0,0,0,0,Intermediate,
75..2.9.1..2.....66..17...2.....9.2...16.8.49......8.....7546.....96.........2...,26,52,9,0,0,2,0,2,2,Expert,
9..5.1.2.5..24.7....4..9.16...3.....6.3....4.....5.3.7.1..9...22.........97...4..,26,42,12,1,0,0,0,1,0,Expert,
